Day,High,Low,Precipitation,Snow,SnowDepth
25-Nov-17,69.1,29.1,0,0,0
26-Nov-17,59,34,0,0,0
27-Nov-17,62.1,29.1,0,0,0
28-Nov-17,63,32,0,0,0
29-Nov-17,71.1,35.1,0,0,0
30-Nov-17,64.9,39,0,0,0
1-Dec-17,60.1,36,0,0,0
2-Dec-17,53.1,30.2,0,0,0
3-Dec-17,60.1,37,0,0,0
4-Dec-17,57.9,32,0,0,0
5-Dec-17,64.9,39,0.07,0,0
6-Dec-17,61,42.1,0.02,0,0
7-Dec-17,50,37,0,0,0
8-Dec-17,43,32,0.65,2.4,0
9-Dec-17,33.1,32,0.27,0.71,1.97
10-Dec-17,39.9,29.1,0,0,3.15
11-Dec-17,50,33.1,0,0,1.18
12-Dec-17,52,28.2,0.01,T,0
13-Dec-17,39,26.2,0,0,0
14-Dec-17,52,33.1,0,0,0
15-Dec-17,39,28.2,0,0,0
16-Dec-17,53.1,29.1,0,-,-
17-Dec-17,55,28.2,0.01,-,-
18-Dec-17,64,35.1,0,-,-
19-Dec-17,64.9,34,0,-,-
20-Dec-17,57,36,0,-,-
21-Dec-17,50,31.1,0,-,-
22-Dec-17,61,32,0,-,-
23-Dec-17,71.1,51.1,0.02,-,-
24-Dec-17,51.1,41,T,-,-
25-Dec-17,44.1,33.1,0,-,-
26-Dec-17,39.9,27.1,0,-,-
27-Dec-17,39.9,21.2,0,-,-
28-Dec-17,27.1,14.2,0,-,-
29-Dec-17,39,17.2,0,-,-
30-Dec-17,39,23.2,0,-,-
31-Dec-17,27.1,16.2,0,-,-
1-Jan-18,27.1,11.1,0,0,0
2-Jan-18,29.1,10.2,0,0,0
3-Jan-18,34,8.2,0.04,0.59,0
4-Jan-18,30.2,18.1,0.16,2.4,3.15
5-Jan-18,25.2,12.2,0,0,1.97
6-Jan-18,23.2,2.1,0,0,1.97
7-Jan-18,23.2,-2.7,0,0,1.97
8-Jan-18,46,15.3,0.09,0,1.18
9-Jan-18,55.9,27.1,0,0,0
10-Jan-18,45,26.2,0,0,0
11-Jan-18,69.1,36,0.04,0,0
12-Jan-18,70,59,1,0,0
13-Jan-18,57.9,23.2,0.01,0,0
14-Jan-18,30.2,17.2,0,0,0
15-Jan-18,37,18.1,0,0,0
16-Jan-18,44.1,26.2,T,T,0
17-Jan-18,35.1,22.1,0.1,2.01,0
18-Jan-18,43,13.1,0,0,1.18
19-Jan-18,55.9,22.1,0,0,0
20-Jan-18,61,27.1,0,0,0
21-Jan-18,66.9,28.2,0,0,0
22-Jan-18,66,46,0,0,0
23-Jan-18,73,46.9,0.48,0,0
24-Jan-18,55,37.9,T,0,0
25-Jan-18,46.9,26.2,0,0,0
26-Jan-18,55,24.3,0,0,0
27-Jan-18,66,30.2,T,0,0
28-Jan-18,57.9,50,0.81,0,0
29-Jan-18,50,37,0.6,0,0
30-Jan-18,39,23.2,0.08,0.31,0
31-Jan-18,39.9,20.1,0,0,0
1-Feb-18,60.1,30.2,T,0,0
2-Feb-18,55,19.2,0.11,0,0
3-Feb-18,37,14.2,0,0,0
4-Feb-18,43,30.2,0.52,0,0
5-Feb-18,44.1,27.1,0,0,0
6-Feb-18,55,26.2,0,0,0
7-Feb-18,57,34,0.1,0,0
8-Feb-18,42.1,28.2,T,0,0
9-Feb-18,52,26.2,0,0,0
10-Feb-18,54,35.1,0.31,0,0
11-Feb-18,73,52,0.15,0,0
12-Feb-18,66.9,36,0.26,0,0
13-Feb-18,39.9,34,T,0,0
14-Feb-18,57.9,37,0,0,0
15-Feb-18,73.9,53.1,0.02,0,0
16-Feb-18,66.9,43,0.07,0,0
17-Feb-18,44.1,34,0.27,0,0
18-Feb-18,55.9,33.1,0,0,0
19-Feb-18,51.1,36,0.2,0,0
20-Feb-18,75.9,51.1,T,0,0
21-Feb-18,80.1,61,0,0,0
22-Feb-18,75,46,T,0,0
23-Feb-18,51.1,42.1,T,0,0
24-Feb-18,75.9,46,T,0,0
25-Feb-18,71.1,53.1,T,0,0
26-Feb-18,57.9,37,0.03,0,0
27-Feb-18,60.1,34,0,0,0
28-Feb-18,64,41,0,0,0
1-Mar-18,55,48.9,0.18,0,0
2-Mar-18,55.9,42.1,0,0,0
3-Mar-18,55,37,0,0,0
4-Mar-18,55,35.1,0,0,0
5-Mar-18,50,29.1,0,0,0
6-Mar-18,46.9,27.1,0.51,0,0
7-Mar-18,54,37.9,0.03,0,0
8-Mar-18,46.9,25.2,0,0,0
9-Mar-18,48,29.1,0,0,0
10-Mar-18,48.9,27.1,0,0,0
11-Mar-18,46.9,37,0,0,0
12-Mar-18,39.9,33.1,0.49,2.01,0
13-Mar-18,48.9,30.2,0,0,1.18
14-Mar-18,45,29.1,T,0,0
15-Mar-18,60.1,28.2,0,0,0
16-Mar-18,54,29.1,0,0,0
17-Mar-18,53.1,24.3,0.01,0,0
18-Mar-18,60.1,39,T,0,0
19-Mar-18,64,36,T,0,0
20-Mar-18,46,34,0.7,0,0
21-Mar-18,35.1,32,0.39,2.01,0
22-Mar-18,52,34,T,T,1.18
23-Mar-18,54,31.1,0,0,0
24-Mar-18,52,32,0,0,0
25-Mar-18,52,32,0,0,0
26-Mar-18,51.1,29.1,0,0,0
27-Mar-18,46,30.2,0.02,0,0
28-Mar-18,73.9,37.9,T,0,0
29-Mar-18,82.9,53.1,0,0,0
30-Mar-18,75.9,46.9,T,0,0
31-Mar-18,62.1,34,0,0,0
1-Apr-18,71.1,44.1,0,0,0
2-Apr-18,60.1,45,T,0,0
3-Apr-18,64,42.1,T,0,0
4-Apr-18,79,44.1,T,0,0
5-Apr-18,57.9,33.1,0,0,0
6-Apr-18,73,37.9,0.01,0,0
7-Apr-18,59,33.1,0.3,T,0
8-Apr-18,53.1,33.1,0,0,0
9-Apr-18,52,37.9,0.1,0,0
10-Apr-18,59,39,0,0,0
11-Apr-18,61,36,0,0,0
12-Apr-18,77,41,0,0,0
13-Apr-18,84,55,0,0,0
14-Apr-18,82.9,61,0,0,0
15-Apr-18,79,64,0.02,0,0
16-Apr-18,72,36,1.53,0,0
17-Apr-18,55,37.9,0,0,0
18-Apr-18,73.9,37.9,0,0,0
19-Apr-18,70,42.1,0.02,0,0
20-Apr-18,64,35.1,0,0,0
21-Apr-18,64.9,37.9,0,0,0
22-Apr-18,69.1,42.1,0,0,0
23-Apr-18,70,44.1,0,0,0
24-Apr-18,59,53.1,1.02,0,0
25-Apr-18,66.9,55.9,0.07,0,0
26-Apr-18,73.9,53.1,T,0,0
27-Apr-18,72,54,0.5,0,0
28-Apr-18,79,51.1,0.01,0,0
29-Apr-18,64.9,39.9,T,0,0
30-Apr-18,73,36,0,0,0
1-May-18,84,42.1,0,0,0
2-May-18,91,52,0,0,0
3-May-18,90,60.1,0,0,0
4-May-18,89.1,62.1,0,0,0
5-May-18,75.9,60.1,T,0,0
6-May-18,79,55.9,0,0,0
7-May-18,73,54,0,0,0
8-May-18,77,51.1,0,0,0
9-May-18,80.1,51.1,0,0,0
10-May-18,87.1,55.9,0.36,0,0
11-May-18,88,57,T,0,0
12-May-18,93,66,0,0,0
13-May-18,87.1,64,0,0,0
14-May-18,91,63,0.23,0,0
15-May-18,90,64,T,0,0
16-May-18,81,69.1,1.04,0,0
17-May-18,78.1,68,2.67,0,0
18-May-18,81,64,3.86,0,0
19-May-18,77,64.9,0.68,0,0
20-May-18,88,71.1,0,0,0
21-May-18,81,66,0,0,0
22-May-18,84.9,64.9,1.38,0,0
23-May-18,86,68,0.03,0,0
24-May-18,84.9,62.1,0,0,0
25-May-18,84.9,63,0,0,0
26-May-18,88,68,0.02,0,0
27-May-18,87.1,71.1,T,0,0
28-May-18,84,69.1,0.01,0,0
29-May-18,82,68,T,0,0
30-May-18,82.9,72,0.07,0,0
31-May-18,87.1,72,T,0,0
1-Jun-18,93,71.1,T,0,0
2-Jun-18,87.1,70,1.49,0,0
3-Jun-18,79,59,1.25,0,0
4-Jun-18,82.9,57.9,0,0,0
5-Jun-18,82.9,60.1,0,0,0
6-Jun-18,80.1,62.1,0.05,0,0
7-Jun-18,82,61,0,0,0
8-Jun-18,87.1,60.1,0,0,0
9-Jun-18,89.1,69.1,0.11,0,0
10-Jun-18,87.1,66,0.44,0,0
11-Jun-18,70,63,0.22,0,0
12-Jun-18,73.9,60.1,T,0,0
13-Jun-18,86,66,0,0,0
14-Jun-18,86,68,0,0,0
15-Jun-18,86,63,0,0,0
16-Jun-18,89.1,62.1,0,0,0
17-Jun-18,91,70,0,0,0
18-Jun-18,93.9,72,0,0,0
19-Jun-18,98.1,73.9,1.25,0,0
20-Jun-18,89.1,71.1,0.45,0,0
21-Jun-18,89.1,70,0.21,0,0
22-Jun-18,86,72,7.61,0,0
23-Jun-18,88,70,0,0,0
24-Jun-18,91,72,0.24,0,0
25-Jun-18,86,70,T,0,0
26-Jun-18,79,66.9,0,0,0
27-Jun-18,86,66,T,0,0
28-Jun-18,91,73,T,0,0
29-Jun-18,91,72,0,0,0
30-Jun-18,93,69.1,0,0,0
1-Jul-18,95,71.1,0,0,0
2-Jul-18,96.1,73.9,0,0,0
3-Jul-18,95,75,0,0,0
4-Jul-18,93,72,0,0,0
5-Jul-18,93,73,0,0,0
6-Jul-18,93,73,0.91,0,0
7-Jul-18,80.1,62.1,0,0,0
8-Jul-18,82,57,0,0,0
9-Jul-18,84.9,57.9,0,0,0
10-Jul-18,91.9,63,0,0,0
11-Jul-18,91.9,72,0.72,0,0
12-Jul-18,89.1,70,0,0,0
13-Jul-18,84.9,64.9,0,0,0
14-Jul-18,86,61,0,0,0
15-Jul-18,91,66.9,0,0,0
16-Jul-18,93,73.9,T,0,0
17-Jul-18,91.9,73,0.19,0,0
18-Jul-18,86,68,0,0,0
19-Jul-18,89.1,66,0,0,0
20-Jul-18,86,66.9,0,0,0
21-Jul-18,73,66.9,1.28,0,0
22-Jul-18,84,64.9,0.45,0,0
23-Jul-18,82,71.1,0.2,0,0
24-Jul-18,80.1,73,0.34,0,0
25-Jul-18,82.9,71.1,0.18,0,0
26-Jul-18,88,68,0,0,0
27-Jul-18,90,72,0.2,0,0
28-Jul-18,87.1,71.1,0.15,0,0
29-Jul-18,86,69.1,0,0,0
30-Jul-18,75.9,72,0.62,0,0
31-Jul-18,86,72,0.44,0,0
1-Aug-18,89.1,75,0,0,0
2-Aug-18,89.1,72,0.09,0,0
3-Aug-18,82.9,72,0.02,0,0
4-Aug-18,89.1,73,0,0,0
5-Aug-18,91,71.1,0.01,0,0
6-Aug-18,89.1,70,0.37,0,0
7-Aug-18,91.9,72,T,0,0
8-Aug-18,95,72,0,0,0
9-Aug-18,91,73,0.09,0,0
10-Aug-18,91,73,0,0,0
11-Aug-18,91,72,T,0,0
12-Aug-18,89.1,69.1,0.47,0,0
13-Aug-18,84.9,66,0.34,0,0
14-Aug-18,87.1,63,0.04,0,0
15-Aug-18,89.1,68,T,0,0
16-Aug-18,91.9,69.1,0,0,0
17-Aug-18,93,73.9,0,0,0
18-Aug-18,90,72,0.04,0,0
19-Aug-18,87.1,73,0.08,0,0
20-Aug-18,86,73,0.13,0,0
21-Aug-18,88,73.9,0.48,0,0
22-Aug-18,88,69.1,0.8,0,0
23-Aug-18,80.1,61,0,0,0
24-Aug-18,82.9,57.9,0,0,0
25-Aug-18,82,60.1,0,0,0
26-Aug-18,88,61,0,0,0
27-Aug-18,91.9,70,0,0,0
28-Aug-18,93.9,73,0.01,0,0
29-Aug-18,96.1,73.9,0,0,0
30-Aug-18,93.9,72,0.35,0,0
31-Aug-18,89.1,71.1,0.03,0,0
1-Sep-18,88,70,1.02,0,0
2-Sep-18,91,70,T,0,0
3-Sep-18,93.9,73,0,0,0
4-Sep-18,91.9,75,0,0,0
5-Sep-18,91.9,73,0,0,0
6-Sep-18,93,72,0,0,0
7-Sep-18,91.9,73,0.11,0,0
8-Sep-18,84,69.1,0,0,0
9-Sep-18,73,66.9,0.19,0,0
10-Sep-18,86,68,T,0,0
11-Sep-18,89.1,72,0.06,0,0
12-Sep-18,88,72,0.26,0,0
13-Sep-18,82.9,73,0.28,0,0
14-Sep-18,80.1,73.9,0.09,0,0
15-Sep-18,82,72,0.16,0,0
16-Sep-18,82.9,72,0.24,0,0
17-Sep-18,82.9,73.9,0.38,0,0
18-Sep-18,82.9,71.1,0.16,0,0
19-Sep-18,88,68,0,0,0
20-Sep-18,84,66,0,0,0
21-Sep-18,82,66,0.01,0,0
22-Sep-18,84.9,66.9,T,0,0
23-Sep-18,66.9,62.1,0.91,0,0
24-Sep-18,71.1,64,0.04,0,0
25-Sep-18,86,71.1,T,0,0
26-Sep-18,89.1,73,0.24,0,0
27-Sep-18,73,63,0.22,0,0
28-Sep-18,79,60.1,0.16,0,0
29-Sep-18,80.1,57,0,0,0
30-Sep-18,79,59,0,0,0
1-Oct-18,84,60.1,0,0,0
2-Oct-18,84,64,0,0,0
3-Oct-18,90,64.9,0,0,0
4-Oct-18,91.9,66,0,0,0
5-Oct-18,78.1,66,T,0,0
6-Oct-18,82.9,64.9,0,0,0
7-Oct-18,87.1,68,0,0,0
8-Oct-18,84.9,69.1,0,0,0
9-Oct-18,84.9,70,0,0,0
10-Oct-18,84,68,T,0,0
11-Oct-18,82.9,68,3.69,0,0
12-Oct-18,70,52,0,0,0
13-Oct-18,66.9,46.9,T,0,0
14-Oct-18,64,46.9,T,0,0
15-Oct-18,82,60.1,0,0,0
16-Oct-18,73,57,0.04,0,0
17-Oct-18,72,50,0.1,0,0
18-Oct-18,62.1,42.1,0,0,0
19-Oct-18,66,37.9,0,0,0
20-Oct-18,66.9,55,0.08,0,0
21-Oct-18,57.9,37.9,T,0,0
22-Oct-18,59,33.1,0,0,0
23-Oct-18,72,39.9,0,0,0
24-Oct-18,61,41,0,0,0
25-Oct-18,55,36,0,0,0
26-Oct-18,54,42.1,1.88,0,0
27-Oct-18,62.1,50,0.24,0,0
28-Oct-18,64,46.9,0.01,0,0
29-Oct-18,66,43,0,0,0
30-Oct-18,64.9,39,0,0,0
31-Oct-18,72,44.1,0,0,0
1-Nov-18,73.9,55,T,0,0
2-Nov-18,72,64,0.05,0,0
3-Nov-18,64,42.1,0.09,0,0
4-Nov-18,63,37,0,0,0
5-Nov-18,62.1,53.1,1.22,0,0
6-Nov-18,72,54,0.21,0,0
7-Nov-18,71.1,46.9,0,0,0
8-Nov-18,63,51.1,0,0,0
9-Nov-18,53.1,48,0.44,0,0
10-Nov-18,52,32,T,0,0
11-Nov-18,50,29.1,0,0,0
12-Nov-18,51.1,32,0.76,0,0
13-Nov-18,57,44.1,0.39,0,0
14-Nov-18,46,39,0,0,0
15-Nov-18,46,36,1.02,0,0
16-Nov-18,53.1,35.1,T,0,0
17-Nov-18,54,31.1,0,0,0
18-Nov-18,55,32,0,0,0
19-Nov-18,60.1,35.1,0,0,0
20-Nov-18,64.9,37,0,0,0
21-Nov-18,55,29.1,0,0,0
22-Nov-18,43,32,0,0,0
23-Nov-18,37,27.1,0,0,0
24-Nov-18,52,33.1,1.37,0,0
25-Nov-18,62.1,34,0,0,0
26-Nov-18,57,41,0.1,0,0
27-Nov-18,48.9,33.1,0,0,0
28-Nov-18,44.1,30.2,0,0,0
29-Nov-18,46,26.2,0,0,0
30-Nov-18,52,36,T,0,0
1-Dec-18,50,41,0.09,0,0
2-Dec-18,64.9,46,0.07,0,0
3-Dec-18,64,37.9,0,0,0
4-Dec-18,48,36,T,T,0
5-Dec-18,39.9,28.2,0.03,T,0
6-Dec-18,45,22.1,0,0,0
7-Dec-18,48,28.2,0,0,0
8-Dec-18,43,27.1,0,0,0
9-Dec-18,33.1,30.2,1.04,11.5,0
10-Dec-18,36,24.3,0,0,7.09
11-Dec-18,42.1,23.2,0,0,5.91
12-Dec-18,46,19.2,0,0,3.94
13-Dec-18,43,30.2,0,0,1.97
14-Dec-18,52,30.2,0.15,0,1.18
15-Dec-18,55.9,51.1,0.24,0,0
16-Dec-18,51.1,39,0.01,0,0
17-Dec-18,59,32,0,0,0
18-Dec-18,48.9,27.1,0,0,0
19-Dec-18,51.1,25.2,0,0,0
20-Dec-18,66,33.1,0.36,0,0
21-Dec-18,68,52,0.09,0,0
22-Dec-18,55.9,37,T,0,0
23-Dec-18,51.1,28.2,T,0,0
24-Dec-18,51.1,29.1,0,0,0
25-Dec-18,45,27.1,0,0,0
26-Dec-18,50,26.2,0,0,0
27-Dec-18,53.1,26.2,0.04,0,0
28-Dec-18,64.9,46,1.15,0,0
29-Dec-18,64.9,42.1,0,0,0
30-Dec-18,53.1,39.9,0,-,-
31-Dec-18,-,-,-,-,-
