Day,High,Low,Precipitation,Snow,SnowDepth
2-Nov-15,64.9,51.1,1.13,-,-
3-Nov-15,64,46,0,-,-
4-Nov-15,66,42.1,T,-,-
5-Nov-15,66.9,43,0,-,-
6-Nov-15,66.9,43,0,-,-
7-Nov-15,68,43,0,-,-
8-Nov-15,61,44.1,0.04,-,-
9-Nov-15,57,46,0.43,-,-
10-Nov-15,57.9,44.1,0.01,-,-
11-Nov-15,64,41,0,-,-
12-Nov-15,64,39.9,0,-,-
13-Nov-15,66.9,39.9,0,-,-
14-Nov-15,66,41,0,-,-
15-Nov-15,59,48,0.45,-,-
16-Nov-15,61,44.1,0,-,-
17-Nov-15,64,43,0,-,-
18-Nov-15,64.9,44.1,0,-,-
19-Nov-15,68,45,0,-,-
20-Nov-15,72,46.9,0,-,-
21-Nov-15,70,46.9,0,-,-
22-Nov-15,71.1,46,0,-,-
23-Nov-15,60.1,45,0,-,-
24-Nov-15,57,45,0.09,-,-
25-Nov-15,54,39.9,0.27,-,-
26-Nov-15,53.1,36,0,-,-
27-Nov-15,55.9,35.1,0,-,-
28-Nov-15,57.9,31.1,0,-,-
29-Nov-15,59,32,0,-,-
30-Nov-15,54,35.1,T,-,-
1-Dec-15,62.1,36,0,-,-
2-Dec-15,60.1,41,0,-,-
3-Dec-15,62.1,42.1,0.11,-,-
4-Dec-15,62.1,39.9,0,-,-
5-Dec-15,59,39.9,0,-,-
6-Dec-15,70,48.9,0,-,-
7-Dec-15,63,52,0,-,-
8-Dec-15,64,48,0,-,-
9-Dec-15,71.1,54,0,-,-
10-Dec-15,63,51.1,0.15,-,-
11-Dec-15,57.9,46.9,0.13,-,-
12-Dec-15,59,41,0,-,-
13-Dec-15,55,46,0.34,-,-
14-Dec-15,55,37,0,-,-
15-Dec-15,55.9,39,0,-,-
16-Dec-15,59,36,0,-,-
17-Dec-15,60.1,37,0,-,-
18-Dec-15,62.1,39.9,0.13,-,-
19-Dec-15,55.9,41,0.16,-,-
20-Dec-15,54,37,T,-,-
21-Dec-15,59,52,0.49,-,-
22-Dec-15,62.1,52,0.27,-,-
23-Dec-15,57,44.1,0,-,-
24-Dec-15,53.1,39.9,0.3,-,-
25-Dec-15,52,34,0,-,-
26-Dec-15,54,37,0,-,-
27-Dec-15,48.9,30.2,T,-,-
28-Dec-15,48.9,39,0.15,-,-
29-Dec-15,55,33.1,0,-,-
30-Dec-15,57,32,T,-,-
31-Dec-15,53.1,37.9,0,-,-
1-Jan-16,51.1,33.1,0,-,-
2-Jan-16,54,41,0,-,-
3-Jan-16,55,43,T,-,-
4-Jan-16,62.1,48,0.01,-,-
5-Jan-16,55.9,48.9,0.97,-,-
6-Jan-16,54,48,0.62,-,-
7-Jan-16,55.9,43,0.03,-,-
8-Jan-16,55.9,37.9,0,-,-
9-Jan-16,55.9,50,0.01,-,-
10-Jan-16,57,46.9,0.01,-,-
11-Jan-16,63,48,T,-,-
12-Jan-16,66,44.1,0,-,-
13-Jan-16,62.1,46,0.08,-,-
14-Jan-16,57.9,42.1,0.01,-,-
15-Jan-16,64.9,51.1,0.16,-,-
16-Jan-16,62.1,53.1,0.12,-,-
17-Jan-16,61,55.9,0.39,-,-
18-Jan-16,66,52,0.58,-,-
19-Jan-16,66.9,52,0.44,-,-
20-Jan-16,66.9,48,0,-,-
21-Jan-16,68,48.9,T,-,-
22-Jan-16,63,55.9,0.42,-,-
23-Jan-16,60.1,48,0.06,-,-
24-Jan-16,59,45,0,-,-
25-Jan-16,62.1,44.1,0,-,-
26-Jan-16,63,46.9,0,-,-
27-Jan-16,66,46,0,-,-
28-Jan-16,63,42.1,0,-,-
29-Jan-16,68,55,0.05,-,-
30-Jan-16,59,51.1,0.03,-,-
31-Jan-16,55,46,0.1,-,-
1-Feb-16,55.9,39,T,-,-
2-Feb-16,57.9,37.9,0.05,-,-
3-Feb-16,60.1,37.9,0,-,-
4-Feb-16,62.1,45,0,-,-
5-Feb-16,64.9,39.9,0,-,-
6-Feb-16,64.9,41,0,-,-
7-Feb-16,75.9,44.1,0,-,-
8-Feb-16,78.1,45,0,-,-
9-Feb-16,75.9,46,0,-,-
10-Feb-16,73,45,0,-,-
11-Feb-16,72,46.9,0,-,-
12-Feb-16,69.1,48,0,-,-
13-Feb-16,68,52,0,-,-
14-Feb-16,71.1,45,0,-,-
15-Feb-16,75.9,52,0,-,-
16-Feb-16,80.1,48.9,0,-,-
17-Feb-16,68,51.1,0.15,-,-
18-Feb-16,63,48.9,0.11,-,-
19-Feb-16,62.1,44.1,0,-,-
20-Feb-16,62.1,48,0,-,-
21-Feb-16,64,43,0,-,-
22-Feb-16,69.1,44.1,0,-,-
23-Feb-16,73,46,0,-,-
24-Feb-16,73,44.1,0,-,-
25-Feb-16,77,46.9,0,-,-
26-Feb-16,71.1,50,0,-,-
27-Feb-16,70,53.1,0,-,-
28-Feb-16,68,46,0,-,-
1-Mar-16,73,52,0,-,-
2-Mar-16,77,48.9,0,-,-
3-Mar-16,72,54,T,-,-
4-Mar-16,66.9,57.9,0.26,-,-
5-Mar-16,66,55,1.2,-,-
6-Mar-16,62.1,50,0.73,-,-
7-Mar-16,57.9,48,0.63,-,-
8-Mar-16,61,41,0.01,-,-
9-Mar-16,71.1,52,0.02,-,-
10-Mar-16,70,59,T,-,-
11-Mar-16,60.1,52,0.23,-,-
12-Mar-16,60.1,46,0.03,-,-
13-Mar-16,60.1,55,0.5,-,-
14-Mar-16,62.1,48.9,0.01,-,-
15-Mar-16,66,44.1,0,-,-
16-Mar-16,71.1,43,0,-,-
17-Mar-16,77,46.9,0,-,-
18-Mar-16,68,52,0,-,-
19-Mar-16,73,52,0,-,-
20-Mar-16,72,52,0.04,-,-
21-Mar-16,66.9,48.9,0.2,-,-
22-Mar-16,63,46,0.06,-,-
23-Mar-16,66.9,45,0,-,-
24-Mar-16,69.1,45,0,-,-
25-Mar-16,70,46.9,0,-,-
26-Mar-16,72,46.9,0,-,-
27-Mar-16,66,53.1,0,-,-
28-Mar-16,61,46.9,0.04,-,-
29-Mar-16,66,41,0,-,-
30-Mar-16,64.9,44.1,0,-,-
31-Mar-16,68,51.1,0,-,-
1-Apr-16,66,45,0,-,-
2-Apr-16,73,53.1,0,-,-
3-Apr-16,68,54,0,-,-
4-Apr-16,71.1,52,0,-,-
5-Apr-16,82,48.9,0,-,-
6-Apr-16,88,53.1,0,-,-
7-Apr-16,78.1,59,0,-,-
8-Apr-16,66,57.9,0.39,-,-
9-Apr-16,64.9,57.9,0.35,-,-
10-Apr-16,60.1,55,0.24,-,-
11-Apr-16,70,54,T,-,-
12-Apr-16,61,52,0,-,-
13-Apr-16,68,48.9,0,-,-
14-Apr-16,64.9,51.1,0.07,-,-
15-Apr-16,71.1,48,0,-,-
16-Apr-16,80.1,48.9,0,-,-
17-Apr-16,87.1,52,0,-,-
18-Apr-16,91,53.1,0,-,-
19-Apr-16,82,55.9,0,-,-
20-Apr-16,79,50,0,-,-
21-Apr-16,77,57,0,-,-
22-Apr-16,64,54,0.42,-,-
23-Apr-16,68,48,0,-,-
24-Apr-16,68,51.1,0,-,-
25-Apr-16,66,46.9,0,-,-
26-Apr-16,69.1,45,0,-,-
27-Apr-16,63,48.9,0.06,-,-
28-Apr-16,73,48.9,0,-,-
29-Apr-16,71.1,51.1,0,-,-
30-Apr-16,78.1,50,0,-,-
1-May-16,84,54,0,-,-
2-May-16,73.9,52,0,-,-
3-May-16,73,55,0,-,-
4-May-16,72,55.9,0,-,-
5-May-16,71.1,55,0,-,-
6-May-16,61,54,0.17,-,-
7-May-16,64.9,54,0.01,-,-
8-May-16,71.1,55.9,T,-,-
9-May-16,72,55.9,T,-,-
10-May-16,75,55.9,0,-,-
11-May-16,73,53.1,0,-,-
12-May-16,71.1,57,0,-,-
13-May-16,70,53.1,0,-,-
14-May-16,73.9,51.1,0,-,-
15-May-16,73,57.9,0,-,-
16-May-16,79,55,0,-,-
17-May-16,89.1,55.9,0,-,-
18-May-16,88,60.1,0,-,-
19-May-16,73,55,0,-,-
20-May-16,64.9,53.1,T,-,-
21-May-16,63,52,0.14,-,-
22-May-16,69.1,48,0,-,-
23-May-16,70,50,0,-,-
24-May-16,70,55,0,-,-
25-May-16,72,55.9,0,-,-
26-May-16,78.1,50,0,-,-
27-May-16,80.1,53.1,0,-,-
28-May-16,87.1,60.1,0,-,-
29-May-16,82.9,55,0,-,-
30-May-16,82.9,54,0,-,-
31-May-16,89.1,57.9,0,-,-
1-Jun-16,82,59,0,-,-
2-Jun-16,86,55,0,-,-
3-Jun-16,95,60.1,0,-,-
4-Jun-16,89.1,61,0,-,-
5-Jun-16,88,59,0,-,-
6-Jun-16,77,57,0,-,-
7-Jun-16,79,59,0,-,-
8-Jun-16,73.9,60.1,0,-,-
9-Jun-16,72,59,0,-,-
10-Jun-16,73,55.9,0,-,-
11-Jun-16,86,53.1,0,-,-
12-Jun-16,84,59,0,-,-
13-Jun-16,75,57.9,0,-,-
14-Jun-16,72,54,0,-,-
15-Jun-16,70,51.1,0,-,-
16-Jun-16,77,52,0,-,-
17-Jun-16,79,57.9,0,-,-
18-Jun-16,77,57.9,0,-,-
19-Jun-16,87.1,59,0,-,-
20-Jun-16,84.9,59,0,-,-
21-Jun-16,90,59,0,-,-
22-Jun-16,75,55.9,0,-,-
23-Jun-16,82,54,0,-,-
24-Jun-16,82,55.9,0,-,-
25-Jun-16,90,60.1,0,-,-
26-Jun-16,88,59,0,-,-
27-Jun-16,87.1,59,0,-,-
28-Jun-16,84,60.1,0,-,-
29-Jun-16,73,55.9,0,-,-
30-Jun-16,86,55.9,0,-,-
1-Jul-16,81,55.9,0,-,-
2-Jul-16,81,55,0,-,-
3-Jul-16,81,57,0,-,-
4-Jul-16,80.1,55.9,0,-,-
5-Jul-16,77,57,0,-,-
6-Jul-16,75,55,0,-,-
7-Jul-16,73,57,0,-,-
8-Jul-16,78.1,59,0,-,-
9-Jul-16,80.1,60.1,0,-,-
10-Jul-16,79,55,0,-,-
11-Jul-16,84,57.9,0,-,-
12-Jul-16,79,55.9,0,-,-
13-Jul-16,89.1,57,0,-,-
14-Jul-16,86,60.1,0,-,-
15-Jul-16,82,55,0,-,-
16-Jul-16,82,57,0,-,-
17-Jul-16,80.1,55.9,0,-,-
18-Jul-16,73,57.9,0,-,-
19-Jul-16,75,57,0,-,-
20-Jul-16,80.1,55.9,0,-,-
21-Jul-16,78.1,57,0,-,-
22-Jul-16,84.9,55.9,0,-,-
23-Jul-16,89.1,59,0,-,-
24-Jul-16,84.9,59,0,-,-
25-Jul-16,84,55.9,0,-,-
26-Jul-16,93.9,61,0,-,-
27-Jul-16,91,64,0,-,-
28-Jul-16,86,61,0,-,-
29-Jul-16,84,60.1,0,-,-
30-Jul-16,81,60.1,0,-,-
31-Jul-16,79,59,0,-,-
1-Aug-16,79,59,0,-,-
2-Aug-16,81,57,0,-,-
3-Aug-16,82,57,0,-,-
4-Aug-16,73.9,57.9,0,-,-
5-Aug-16,78.1,57.9,0,-,-
6-Aug-16,75,57.9,0,-,-
7-Aug-16,78.1,55,0,-,-
8-Aug-16,81,57,0,-,-
9-Aug-16,84.9,57,0,-,-
10-Aug-16,84,55.9,T,-,-
11-Aug-16,81,55.9,0,-,-
12-Aug-16,80.1,60.1,0,-,-
13-Aug-16,88,59,0,-,-
14-Aug-16,84.9,60.1,0,-,-
15-Aug-16,79,60.1,0,-,-
16-Aug-16,82,59,0,-,-
17-Aug-16,82,59,0,-,-
18-Aug-16,80.1,61,0,-,-
19-Aug-16,78.1,57.9,0,-,-
20-Aug-16,75.9,61,0,-,-
21-Aug-16,78.1,60.1,0,-,-
22-Aug-16,77,60.1,0,-,-
23-Aug-16,81,60.1,0,-,-
24-Aug-16,78.1,60.1,0,-,-
25-Aug-16,75.9,60.1,0,-,-
26-Aug-16,81,60.1,0,-,-
27-Aug-16,78.1,61,0,-,-
28-Aug-16,79,60.1,0,-,-
29-Aug-16,75.9,60.1,0,-,-
30-Aug-16,81,59,0,-,-
31-Aug-16,78.1,60.1,0,-,-
1-Sep-16,75,59,0,-,-
2-Sep-16,81,57,0,-,-
3-Sep-16,75,57,0,-,-
4-Sep-16,75.9,55,0,-,-
5-Sep-16,81,54,0,-,-
6-Sep-16,87.1,54,0,-,-
7-Sep-16,93,59,0,-,-
8-Sep-16,80.1,59,0,-,-
9-Sep-16,80.1,59,0,-,-
10-Sep-16,77,59,0,-,-
11-Sep-16,75.9,57,0,-,-
12-Sep-16,75.9,57,0,-,-
13-Sep-16,73,55.9,0,-,-
14-Sep-16,78.1,54,0,-,-
15-Sep-16,75.9,55.9,0,-,-
16-Sep-16,80.1,57,T,-,-
17-Sep-16,84.9,57.9,0,-,-
18-Sep-16,93,57.9,0,-,-
19-Sep-16,93.9,63,0,-,-
20-Sep-16,81,61,0,-,-
21-Sep-16,75.9,57.9,0,-,-
22-Sep-16,73,57,0,-,-
23-Sep-16,80.1,52,0,-,-
24-Sep-16,87.1,57,0,-,-
25-Sep-16,97,59,0,-,-
26-Sep-16,98.1,62.1,0,-,-
27-Sep-16,95,63,0,-,-
28-Sep-16,80.1,57.9,0,-,-
29-Sep-16,73,57,0,-,-
30-Sep-16,70,55.9,0,-,-
1-Oct-16,73,52,0,-,-
2-Oct-16,72,51.1,T,-,-
3-Oct-16,69.1,50,T,-,-
4-Oct-16,72,55.9,0,-,-
5-Oct-16,75,51.1,0,-,-
6-Oct-16,78.1,50,0,-,-
7-Oct-16,84.9,53.1,0,-,-
8-Oct-16,89.1,54,0,-,-
9-Oct-16,86,55.9,0,-,-
10-Oct-16,73,55.9,0,-,-
11-Oct-16,71.1,59,0,-,-
12-Oct-16,72,55,0,-,-
13-Oct-16,73,51.1,0,-,-
14-Oct-16,72,60.1,T,-,-
15-Oct-16,75.9,60.1,0.04,-,-
16-Oct-16,68,61,0.4,-,-
17-Oct-16,71.1,54,0,-,-
18-Oct-16,71.1,52,0,-,-
19-Oct-16,78.1,51.1,0,-,-
20-Oct-16,82,52,0,-,-
21-Oct-16,79,53.1,0,-,-
22-Oct-16,73.9,53.1,0,-,-
23-Oct-16,75,51.1,0,-,-
24-Oct-16,69.1,59,T,-,-
25-Oct-16,75,62.1,T,-,-
26-Oct-16,80.1,54,0,-,-
27-Oct-16,70,60.1,0.3,-,-
28-Oct-16,72,62.1,0.64,-,-
29-Oct-16,73,59,0.01,-,-
30-Oct-16,68,57.9,0.17,-,-
31-Oct-16,68,51.1,T,-,-
1-Nov-16,66.9,52,0.03,-,-
2-Nov-16,73,46.9,0,-,-
3-Nov-16,75,48.9,0,-,-
4-Nov-16,75.9,50,0,-,-
5-Nov-16,70,48,0,-,-
6-Nov-16,73.9,54,0,-,-
7-Nov-16,75,57,0,-,-
8-Nov-16,77,55.9,0,-,-
9-Nov-16,79,55,0,-,-
10-Nov-16,78.1,54,0,-,-
11-Nov-16,77,53.1,0,-,-
12-Nov-16,75,55.9,0,-,-
13-Nov-16,73,51.1,0,-,-
14-Nov-16,69.1,57,0,-,-
15-Nov-16,71.1,57,T,-,-
16-Nov-16,62.1,50,0,-,-
17-Nov-16,64,42.1,0,-,-
18-Nov-16,73,42.1,0,-,-
19-Nov-16,64.9,53.1,0.04,-,-
20-Nov-16,64,54,0.34,-,-
21-Nov-16,63,48.9,0,-,-
22-Nov-16,64,44.1,0,-,-
23-Nov-16,62.1,46,0.05,-,-
24-Nov-16,62.1,39.9,0,-,-
25-Nov-16,62.1,41,0,-,-
26-Nov-16,55.9,48.9,0.51,-,-
27-Nov-16,59,50,0.3,-,-
28-Nov-16,60.1,48,0.02,-,-
29-Nov-16,61,42.1,0,-,-
30-Nov-16,61,39,0.02,-,-
1-Dec-16,60.1,42.1,0,-,-
2-Dec-16,63,46.9,0,-,-
3-Dec-16,64.9,39,0,-,-
4-Dec-16,62.1,42.1,0,-,-
5-Dec-16,57,48.9,T,-,-
6-Dec-16,57,42.1,0,-,-
7-Dec-16,54,37.9,0.04,-,-
8-Dec-16,63,50,0.01,-,-
9-Dec-16,68,57,T,-,-
10-Dec-16,64,54,0.43,-,-
11-Dec-16,55,48,0,-,-
12-Dec-16,57,48.9,0,-,-
13-Dec-16,61,50,T,-,-
14-Dec-16,63,55,T,-,-
15-Dec-16,62.1,51.1,0.5,-,-
16-Dec-16,54,43,T,-,-
17-Dec-16,54,33.1,0,-,-
18-Dec-16,54,30.2,0,-,-
19-Dec-16,55.9,30.2,0,-,-
20-Dec-16,60.1,35.1,0,-,-
21-Dec-16,64.9,39.9,0,-,-
22-Dec-16,64.9,39.9,0,-,-
23-Dec-16,54,43,0.53,-,-
24-Dec-16,52,37,0,-,-
25-Dec-16,54,34,0,-,-
26-Dec-16,55,32,0,-,-
27-Dec-16,57,34,0,-,-
28-Dec-16,61,33.1,0,-,-
29-Dec-16,62.1,36,0,-,-
30-Dec-16,62.1,41,0,-,-
31-Dec-16,55.9,39,0,-,-
1-Jan-17,55.9,39,T,-,-
2-Jan-17,51.1,43,0.07,-,-
3-Jan-17,55,48,0.28,-,-
4-Jan-17,59,48,0.27,-,-
5-Jan-17,52,37.9,0.02,-,-
6-Jan-17,53.1,31.1,T,-,-
7-Jan-17,60.1,46.9,0.35,-,-
8-Jan-17,64,57.9,1.03,-,-
9-Jan-17,60.1,52,0.11,-,-
10-Jan-17,60.1,54,0.62,-,-
11-Jan-17,57,46,0.08,-,-
12-Jan-17,53.1,46,0.22,-,-
13-Jan-17,55.9,39,0,-,-
14-Jan-17,57.9,37,0,-,-
15-Jan-17,54,39.9,0,-,-
16-Jan-17,57.9,35.1,0,-,-
17-Jan-17,55.9,36,0,-,-
18-Jan-17,53.1,46.9,0.38,-,-
19-Jan-17,57.9,46,0.36,-,-
20-Jan-17,55,45,0.89,-,-
21-Jan-17,55.9,43,0.06,-,-
22-Jan-17,57,46.9,0.65,-,-
23-Jan-17,52,41,0.22,-,-
24-Jan-17,55.9,37.9,T,-,-
25-Jan-17,57,35.1,0,-,-
26-Jan-17,57,37.9,0,-,-
27-Jan-17,60.1,36,0,-,-
28-Jan-17,64,34,0,-,-
29-Jan-17,64,37,0,-,-
30-Jan-17,64.9,37.9,0,-,-
31-Jan-17,64,37.9,0,-,-
1-Feb-17,62.1,44.1,0.03,-,-
2-Feb-17,64,51.1,0.22,-,-
3-Feb-17,64,55.9,0.2,-,-
4-Feb-17,63,48.9,T,-,-
5-Feb-17,59,48.9,0.19,-,-
6-Feb-17,62.1,54,0.19,-,-
7-Feb-17,66.9,55,0.35,-,-
8-Feb-17,66,59,0.06,-,-
9-Feb-17,64,57.9,0.53,-,-
10-Feb-17,63,50,0.06,-,-
11-Feb-17,60.1,46,0,-,-
12-Feb-17,64.9,41,0,-,-
13-Feb-17,63,41,0,-,-
14-Feb-17,70,45,0,-,-
15-Feb-17,71.1,48.9,0,-,-
16-Feb-17,66,54,0.08,-,-
17-Feb-17,59,53.1,0.95,-,-
18-Feb-17,55.9,46.9,0.13,-,-
19-Feb-17,55.9,48,0.01,-,-
20-Feb-17,61,53.1,1.87,-,-
21-Feb-17,61,48,0.33,-,-
22-Feb-17,55.9,42.1,0,-,-
23-Feb-17,54,37.9,0,-,-
24-Feb-17,55.9,35.1,0,-,-
25-Feb-17,59,36,0,-,-
26-Feb-17,59,37.9,0.03,-,-
27-Feb-17,55,42.1,0.04,-,-
28-Feb-17,57.9,37.9,0,-,-
1-Mar-17,64,37,0,-,-
2-Mar-17,66,37.9,0,-,-
3-Mar-17,66.9,39.9,0,-,-
4-Mar-17,62.1,46,0.18,-,-
5-Mar-17,53.1,39.9,0.14,-,-
6-Mar-17,55.9,39,0.03,-,-
7-Mar-17,62.1,39.9,0,-,-
8-Mar-17,66.9,44.1,0,-,-
9-Mar-17,71.1,46,0,-,-
10-Mar-17,72,52,0,-,-
11-Mar-17,73,51.1,0,-,-
12-Mar-17,75,50,0,-,-
13-Mar-17,79,46.9,0,-,-
14-Mar-17,81,53.1,0,-,-
15-Mar-17,70,52,0,-,-
16-Mar-17,69.1,53.1,0,-,-
17-Mar-17,77,46,0,-,-
18-Mar-17,73,51.1,0,-,-
19-Mar-17,71.1,54,0,-,-
20-Mar-17,64,53.1,0.22,-,-
21-Mar-17,69.1,55.9,0.18,-,-
22-Mar-17,61,50,0.33,-,-
23-Mar-17,64,48.9,0,-,-
24-Mar-17,59,53.1,0.21,-,-
25-Mar-17,64.9,50,0.1,-,-
26-Mar-17,64,48.9,0.06,-,-
27-Mar-17,63,50,0,-,-
28-Mar-17,72,45,0,-,-
29-Mar-17,72,46.9,0,-,-
30-Mar-17,66,52,0.01,-,-
31-Mar-17,73,52,0,-,-
1-Apr-17,79,48.9,0,-,-
2-Apr-17,78.1,51.1,0,-,-
3-Apr-17,73,50,0,-,-
4-Apr-17,73.9,46,0,-,-
5-Apr-17,77,53.1,0,-,-
6-Apr-17,70,51.1,0.21,-,-
7-Apr-17,64.9,52,0.49,-,-
8-Apr-17,57.9,46,0.13,-,-
9-Apr-17,64.9,41,0,-,-
10-Apr-17,69.1,41,0,-,-
11-Apr-17,69.1,55,T,-,-
12-Apr-17,68,55.9,0.03,-,-
13-Apr-17,64,48.9,0.3,-,-
14-Apr-17,64,45,0,-,-
15-Apr-17,71.1,44.1,0,-,-
16-Apr-17,62.1,53.1,0.24,-,-
17-Apr-17,66,55.9,0.07,-,-
18-Apr-17,69.1,51.1,0.09,-,-
19-Apr-17,72,46,0,-,-
20-Apr-17,69.1,54,0.12,-,-
21-Apr-17,77,50,0,-,-
22-Apr-17,69.1,50,0,-,-
23-Apr-17,68,52,0,-,-
24-Apr-17,64,52,T,-,-
25-Apr-17,66.9,51.1,0,-,-
26-Apr-17,69.1,57,0,-,-
27-Apr-17,70,53.1,0,-,-
28-Apr-17,73.9,48.9,0,-,-
29-Apr-17,79,53.1,0,-,-
30-Apr-17,79,50,0,-,-
1-May-17,87.1,55.9,0,-,-
2-May-17,89.1,60.1,0,-,-
3-May-17,91,62.1,0,-,-
4-May-17,79,57.9,0,-,-
5-May-17,70,53.1,0,-,-
6-May-17,64,51.1,0,-,-
7-May-17,75.9,50,0,-,-
8-May-17,78.1,52,0,-,-
9-May-17,82.9,52,0,-,-
10-May-17,73,54,0,-,-
11-May-17,72,54,0,-,-
12-May-17,66,52,0,-,-
13-May-17,66.9,50,0,-,-
14-May-17,68,51.1,0,-,-
15-May-17,70,48.9,0,-,-
16-May-17,66,48.9,0,-,-
17-May-17,71.1,52,0,-,-
18-May-17,80.1,48,0,-,-
19-May-17,87.1,55,0,-,-
20-May-17,89.1,57,0,-,-
21-May-17,89.1,59,0,-,-
22-May-17,82.9,55.9,0,-,-
23-May-17,78.1,57.9,0,-,-
24-May-17,73.9,57,0,-,-
25-May-17,68,55,0,-,-
26-May-17,69.1,55.9,0,-,-
27-May-17,71.1,55,0,-,-
28-May-17,69.1,57,0,-,-
29-May-17,66.9,53.1,0,-,-
30-May-17,70,55,T,-,-
31-May-17,75,55.9,T,-,-
1-Jun-17,75.9,57,0,-,-
2-Jun-17,80.1,54,0,-,-
3-Jun-17,75.9,55,0,-,-
4-Jun-17,75,54,0,-,-
5-Jun-17,81,51.1,0,-,-
6-Jun-17,73,54,0,-,-
7-Jun-17,75,53.1,0,-,-
8-Jun-17,72,60.1,T,-,-
9-Jun-17,71.1,54,0.02,-,-
10-Jun-17,71.1,52,0,-,-
11-Jun-17,69.1,53.1,0,-,-
12-Jun-17,72,53.1,0,-,-
13-Jun-17,79,52,0,-,-
14-Jun-17,82.9,54,0,-,-
15-Jun-17,81,55,0,-,-
16-Jun-17,87.1,62.1,0,-,-
17-Jun-17,89.1,62.1,0,-,-
18-Jun-17,102.9,70,0,-,-
19-Jun-17,93.9,66.9,0,-,-
20-Jun-17,88,61,0,-,-
21-Jun-17,91,59,0,-,-
22-Jun-17,96.1,66.9,0,-,-
23-Jun-17,82.9,62.1,0,-,-
24-Jun-17,78.1,61,0,-,-
25-Jun-17,73.9,61,0,-,-
26-Jun-17,75.9,60.1,0,-,-
27-Jun-17,73.9,60.1,0,-,-
28-Jun-17,75.9,57.9,0,-,-
29-Jun-17,75,57.9,0,-,-
30-Jun-17,73.9,57.9,0,-,-
1-Jul-17,75,54,0,-,-
2-Jul-17,84,55.9,0,-,-
3-Jul-17,82,55.9,0,-,-
4-Jul-17,79,57,0,-,-
5-Jul-17,75.9,59,0,-,-
6-Jul-17,86,59,0,-,-
7-Jul-17,93,61,0,-,-
8-Jul-17,97,64,0,-,-
9-Jul-17,84.9,57.9,0,-,-
10-Jul-17,84,57.9,0,-,-
11-Jul-17,84,59,0,-,-
12-Jul-17,81,57.9,0,-,-
13-Jul-17,82,57,0,-,-
14-Jul-17,84.9,57.9,0,-,-
15-Jul-17,93.9,59,0,-,-
16-Jul-17,97,66,0,-,-
17-Jul-17,84.9,62.1,0,-,-
18-Jul-17,75,57,0,-,-
19-Jul-17,81,55.9,0,-,-
20-Jul-17,79,57.9,0,-,-
21-Jul-17,81,57,0,-,-
22-Jul-17,91.9,57,0,-,-
23-Jul-17,86,62.1,0,-,-
24-Jul-17,87.1,57.9,0,-,-
25-Jul-17,81,60.1,0,-,-
26-Jul-17,82,61,0,-,-
27-Jul-17,90,60.1,0,-,-
28-Jul-17,80.1,60.1,0,-,-
29-Jul-17,81,57.9,0,-,-
30-Jul-17,82,57,0,-,-
31-Jul-17,82.9,59,0,-,-
1-Aug-17,90,59,0,-,-
2-Aug-17,91.9,64.9,0,-,-
3-Aug-17,88,70,0,-,-
4-Aug-17,82.9,66.9,T,-,-
5-Aug-17,80.1,63,0,-,-
6-Aug-17,79,63,0,-,-
7-Aug-17,75.9,62.1,0,-,-
8-Aug-17,78.1,62.1,0,-,-
9-Aug-17,73.9,62.1,0,-,-
10-Aug-17,78.1,62.1,0,-,-
11-Aug-17,80.1,61,0,-,-
12-Aug-17,75,60.1,0,-,-
13-Aug-17,80.1,57.9,0,-,-
14-Aug-17,75,62.1,0,-,-
15-Aug-17,77,60.1,0,-,-
16-Aug-17,81,61,0,-,-
17-Aug-17,81,60.1,0,-,-
18-Aug-17,82.9,61,0,-,-
19-Aug-17,80.1,59,0,-,-
20-Aug-17,81,62.1,0,-,-
21-Aug-17,82,64,0,-,-
22-Aug-17,81,62.1,0,-,-
23-Aug-17,79,61,0,-,-
24-Aug-17,78.1,60.1,0,-,-
25-Aug-17,82.9,57,0,-,-
26-Aug-17,95,61,0,-,-
27-Aug-17,97,64.9,0,-,-
28-Aug-17,91,64,0,-,-
29-Aug-17,78.1,62.1,0,-,-
30-Aug-17,80.1,57.9,0,-,-
31-Aug-17,95,57,0,-,-
1-Sep-17,108,69.1,0,-,-
2-Sep-17,107.1,73.9,0,-,-
3-Sep-17,98.1,78.1,0,-,-
4-Sep-17,88,72,T,-,-
5-Sep-17,89.1,70,0,-,-
6-Sep-17,82.9,66,0,-,-
7-Sep-17,81,64,0,-,-
8-Sep-17,79,63,0,-,-
9-Sep-17,86,64.9,0,-,-
10-Sep-17,95,64,0,-,-
11-Sep-17,97,70,0.04,-,-
12-Sep-17,91.9,66.9,0,-,-
13-Sep-17,80.1,66,0,-,-
14-Sep-17,78.1,62.1,0,-,-
15-Sep-17,77,55,0,-,-
16-Sep-17,80.1,57,0,-,-
17-Sep-17,81,57,0,-,-
18-Sep-17,80.1,60.1,0,-,-
19-Sep-17,77,57.9,0,-,-
20-Sep-17,75.9,57,0,-,-
21-Sep-17,72,54,0,-,-
22-Sep-17,73,50,0,-,-
23-Sep-17,81,51.1,0,-,-
24-Sep-17,82.9,51.1,0,-,-
25-Sep-17,87.1,55,0,-,-
26-Sep-17,91,57.9,0,-,-
27-Sep-17,91.9,61,0,-,-
28-Sep-17,89.1,59,0,-,-
29-Sep-17,75,57,0,-,-
