Day,High,Low,Precipitation,Snow,SnowDepth
30-Sep-17,80.1,57.9,0,-,-
1-Oct-17,80.1,55,0,-,-
2-Oct-17,79,53.1,0,-,-
3-Oct-17,73.9,48.9,0,-,-
4-Oct-17,80.1,51.1,0,-,-
5-Oct-17,84,50,0,-,-
6-Oct-17,89.1,51.1,0,-,-
7-Oct-17,84,52,0,-,-
8-Oct-17,84.9,52,0,-,-
9-Oct-17,84,57,0,-,-
10-Oct-17,81,53.1,0,-,-
11-Oct-17,70,51.1,0,-,-
12-Oct-17,75,45,0,-,-
13-Oct-17,78.1,45,0,-,-
14-Oct-17,80.1,48,0,-,-
15-Oct-17,86,48,0,-,-
16-Oct-17,84.9,52,0,-,-
17-Oct-17,80.1,54,0,-,-
18-Oct-17,73,51.1,0,-,-
19-Oct-17,71.1,55,0.2,-,-
20-Oct-17,66,54,0.02,-,-
21-Oct-17,70,46.9,0,-,-
22-Oct-17,75,50,0,-,-
23-Oct-17,89.1,54,0,-,-
24-Oct-17,93.9,57.9,0,-,-
25-Oct-17,90,57,0,-,-
26-Oct-17,91,57,0,-,-
27-Oct-17,87.1,57.9,0,-,-
28-Oct-17,78.1,55,0,-,-
29-Oct-17,68,55.9,0,-,-
30-Oct-17,68,55,0,-,-
31-Oct-17,71.1,53.1,0,-,-
1-Nov-17,72,48,0,0,0
2-Nov-17,70,48.9,0,0,0
3-Nov-17,69.1,57,0.01,0,0
4-Nov-17,62.1,45,0.11,0,0
5-Nov-17,62.1,44.1,0,0,0
6-Nov-17,66,46,0,0,0
7-Nov-17,70,41,0,0,0
8-Nov-17,69.1,51.1,0.01,0,0
9-Nov-17,69.1,55,0.06,0,0
10-Nov-17,70,52,0.05,0,0
11-Nov-17,68,50,0,0,0
12-Nov-17,69.1,48,0,0,0
13-Nov-17,73,51.1,0.08,0,0
14-Nov-17,68,53.1,0,0,0
15-Nov-17,72,51.1,T,0,0
16-Nov-17,64,55.9,0.76,0,0
17-Nov-17,63,48,0.02,-,0
18-Nov-17,64.9,39.9,0,0,0
19-Nov-17,64.9,42.1,0,0,0
20-Nov-17,71.1,55.9,0,0,0
21-Nov-17,75.9,53.1,0,0,0
22-Nov-17,75.9,51.1,0,0,0
23-Nov-17,73.9,55.9,0,0,0
24-Nov-17,73.9,57.9,0,0,0
25-Nov-17,80.1,52,0,0,0
26-Nov-17,69.1,57.9,0.05,0,0
27-Nov-17,61,48,0.13,-,0
28-Nov-17,63,42.1,0,0,0
29-Nov-17,66.9,44.1,0,0,0
30-Nov-17,66.9,41,0,0,0
1-Dec-17,62.1,42.1,0,-,-
2-Dec-17,63,44.1,0,-,-
3-Dec-17,59,46,T,-,-
4-Dec-17,64,45,0,-,-
5-Dec-17,68,43,0,-,-
6-Dec-17,64,37.9,0,-,-
7-Dec-17,68,36,0,-,-
8-Dec-17,66.9,39.9,0,-,-
9-Dec-17,68,39,0,-,-
10-Dec-17,70,36,0,-,-
11-Dec-17,69.1,39,0,-,-
12-Dec-17,66.9,37,0,-,-
13-Dec-17,64.9,35.1,0,-,-
14-Dec-17,69.1,39,0,-,-
15-Dec-17,63,37,0,-,-
16-Dec-17,66.9,43,0,-,-
17-Dec-17,68,46,0,-,-
18-Dec-17,64.9,39.9,0,-,-
19-Dec-17,66,37,0,-,-
20-Dec-17,55.9,41,0.07,-,-
21-Dec-17,57.9,35.1,0,-,-
22-Dec-17,57.9,34,0,-,-
23-Dec-17,57,37.9,0,-,-
24-Dec-17,55.9,45,0,-,-
25-Dec-17,62.1,41,0,-,-
26-Dec-17,64,39.9,0,-,-
27-Dec-17,62.1,37.9,0,-,-
28-Dec-17,66,37.9,0,-,-
29-Dec-17,66,37.9,T,-,-
30-Dec-17,-,-,-,-,-
31-Dec-17,61,44.1,0,-,-
1-Jan-18,64,43,0,-,-
2-Jan-18,62.1,48,0,-,-
3-Jan-18,60.1,46.9,0.41,-,-
4-Jan-18,70,53.1,T,-,-
5-Jan-18,66,54,0.03,-,-
6-Jan-18,61,46.9,0.06,-,-
7-Jan-18,55.9,46,0.02,-,-
8-Jan-18,61,52,1.4,-,-
9-Jan-18,60.1,51.1,0.62,-,-
10-Jan-18,57,45,0,-,-
11-Jan-18,64.9,53.1,0,-,-
12-Jan-18,60.1,48.9,0,-,-
13-Jan-18,66,43,0,-,-
14-Jan-18,59,45,0,-,-
15-Jan-18,66.9,46,0,-,-
16-Jan-18,66.9,53.1,0,-,-
17-Jan-18,64.9,53.1,0,-,-
18-Jan-18,68,50,0.12,-,-
19-Jan-18,57.9,45,T,-,-
20-Jan-18,57.9,37.9,0,-,-
21-Jan-18,60.1,37,0,-,-
22-Jan-18,60.1,46.9,0.04,-,-
23-Jan-18,62.1,44.1,0,-,-
24-Jan-18,63,41,0.36,-,-
25-Jan-18,57,42.1,0.13,-,-
26-Jan-18,57.9,42.1,0.01,-,-
27-Jan-18,63,39.9,0,-,-
28-Jan-18,68,42.1,0,-,-
29-Jan-18,64,43,0,-,-
30-Jan-18,70,45,0,-,-
31-Jan-18,68,44.1,0,-,-
1-Feb-18,73.9,46.9,0,-,-
2-Feb-18,75.9,48,0,-,-
3-Feb-18,78.1,48.9,0,-,-
4-Feb-18,75.9,48.9,0,-,-
5-Feb-18,79,48,0,-,-
6-Feb-18,77,48,0,-,-
7-Feb-18,75.9,46.9,0,-,-
8-Feb-18,75.9,46.9,0,-,-
9-Feb-18,80.1,48.9,0,-,-
10-Feb-18,71.1,48,0,-,-
11-Feb-18,63,39.9,0,-,-
12-Feb-18,60.1,44.1,0,-,-
13-Feb-18,66,37.9,0,-,-
14-Feb-18,66,42.1,0,-,-
15-Feb-18,64,43,0,-,-
16-Feb-18,69.1,39,0,-,-
17-Feb-18,71.1,42.1,0,-,-
18-Feb-18,60.1,45,T,-,-
19-Feb-18,54,42.1,T,-,-
20-Feb-18,57.9,34,0,-,-
21-Feb-18,59,36,0,-,-
22-Feb-18,55.9,39.9,0.03,-,-
23-Feb-18,55,37,0,-,-
24-Feb-18,59,32,0,-,-
25-Feb-18,63,37,0,-,-
26-Feb-18,55.9,43,0.36,-,-
27-Feb-18,57.9,39,T,-,-
28-Feb-18,60.1,37,0.01,-,-
1-Mar-18,59,48.9,0.57,-,-
2-Mar-18,57,45,0.38,-,-
3-Mar-18,55,39,0.12,-,-
4-Mar-18,57.9,37,0,-,-
5-Mar-18,64,35.1,0,-,-
6-Mar-18,72,39,0,-,-
7-Mar-18,73.9,50,0,-,-
8-Mar-18,70,55,T,-,-
9-Mar-18,66.9,50,0,-,-
10-Mar-18,61,52,T,-,-
11-Mar-18,73.9,52,0,-,-
12-Mar-18,75.9,52,0.08,-,-
13-Mar-18,63,51.1,0.51,-,-
14-Mar-18,57,46.9,0.31,-,-
15-Mar-18,57.9,39.9,0.08,-,-
16-Mar-18,57.9,44.1,0.07,-,-
17-Mar-18,57.9,43,T,-,-
18-Mar-18,59,39,0,-,-
19-Mar-18,68,39.9,0,-,-
20-Mar-18,59,53.1,0.06,-,-
21-Mar-18,66.9,55.9,0.01,-,-
22-Mar-18,63,42.1,0.42,-,-
23-Mar-18,61,39,0,-,-
24-Mar-18,59,46,0.1,-,-
25-Mar-18,59,39,0,-,-
26-Mar-18,64.9,43,0,-,-
27-Mar-18,73,44.1,0,-,-
28-Mar-18,78.1,48,0,-,-
29-Mar-18,82,51.1,0,-,-
30-Mar-18,82,54,0,-,-
31-Mar-18,77,52,0,-,-
1-Apr-18,75.9,48.9,0,-,-
2-Apr-18,72,48.9,0,-,-
3-Apr-18,72,46.9,0,-,-
4-Apr-18,71.1,52,0,-,-
5-Apr-18,69.1,53.1,0.02,-,-
6-Apr-18,64.9,57,0.47,-,-
7-Apr-18,68,54,0.43,-,-
8-Apr-18,66,50,0,-,-
9-Apr-18,81,46.9,0,-,-
10-Apr-18,69.1,52,0,-,-
11-Apr-18,68,46,0.08,-,-
12-Apr-18,62.1,46.9,T,-,-
13-Apr-18,70,45,0,-,-
14-Apr-18,77,48,0,-,-
15-Apr-18,73,48.9,0.01,-,-
16-Apr-18,57.9,46.9,0.22,-,-
17-Apr-18,66,43,0,-,-
18-Apr-18,61,48.9,0,-,-
19-Apr-18,66.9,46,0,-,-
20-Apr-18,75.9,46.9,0,-,-
21-Apr-18,81,48,0,-,-
22-Apr-18,82,51.1,0,-,-
23-Apr-18,84,54,0,-,-
24-Apr-18,72,53.1,0,-,-
25-Apr-18,71.1,55,0,-,-
26-Apr-18,68,53.1,0,-,-
27-Apr-18,70,51.1,0,-,-
28-Apr-18,68,48,0,-,-
29-Apr-18,66,53.1,0,-,-
30-Apr-18,66,46.9,0,-,-
1-May-18,73,48.9,0,-,-
2-May-18,72,50,0,-,-
3-May-18,69.1,52,0,-,-
4-May-18,78.1,53.1,0,-,-
5-May-18,71.1,54,0,-,-
6-May-18,68,52,0,-,-
7-May-18,77,51.1,0,-,-
8-May-18,75,52,0,-,-
9-May-18,72,55.9,0,-,-
10-May-18,73,51.1,0,-,-
11-May-18,79,52,0,-,-
12-May-18,78.1,55,0,-,-
13-May-18,73,54,0,-,-
14-May-18,69.1,55,0,-,-
15-May-18,70,55.9,0,-,-
16-May-18,69.1,51.1,0,-,-
17-May-18,71.1,51.1,0,-,-
18-May-18,70,55.9,0,-,-
19-May-18,68,55,0,-,-
20-May-18,66.9,55,0,-,-
21-May-18,73.9,55,0,-,-
22-May-18,68,55.9,0,-,-
23-May-18,69.1,57,0,-,-
24-May-18,64,55.9,0,-,-
25-May-18,66,55.9,T,-,-
26-May-18,69.1,55,0,-,-
27-May-18,82,53.1,0,-,-
28-May-18,91,59,0,-,-
29-May-18,84,55.9,0,-,-
30-May-18,70,53.1,0,-,-
31-May-18,66,53.1,0,-,-
1-Jun-18,80.1,48,0,-,-
2-Jun-18,93,57,0,-,-
3-Jun-18,89.1,60.1,0,-,-
4-Jun-18,75.9,55.9,0,-,-
5-Jun-18,73,53.1,0,-,-
6-Jun-18,70,53.1,0,-,-
7-Jun-18,73,55,0,-,-
8-Jun-18,78.1,52,0,-,-
9-Jun-18,73,54,0,-,-
10-Jun-18,75,53.1,0,-,-
11-Jun-18,81,55,0,-,-
12-Jun-18,88,59,0,-,-
13-Jun-18,84.9,55.9,0,-,-
14-Jun-18,84,55.9,0,-,-
15-Jun-18,77,55,0,-,-
16-Jun-18,73,55.9,0,-,-
17-Jun-18,77,55,0,-,-
18-Jun-18,79,57.9,0,-,-
19-Jun-18,77,57.9,0,-,-
20-Jun-18,73,55.9,0,-,-
21-Jun-18,80.1,55,0,-,-
22-Jun-18,89.1,57,0,-,-
23-Jun-18,98.1,62.1,0,-,-
24-Jun-18,86,59,0,-,-
25-Jun-18,82,61,0,-,-
26-Jun-18,80.1,57.9,0,-,-
27-Jun-18,78.1,55.9,0,-,-
28-Jun-18,77,57,0,-,-
29-Jun-18,90,55.9,0,-,-
30-Jun-18,90,60.1,0,-,-
1-Jul-18,80.1,60.1,0,-,-
2-Jul-18,77,59,0,-,-
3-Jul-18,79,57,0,-,-
4-Jul-18,81,57.9,0,-,-
5-Jul-18,81,57,0,-,-
6-Jul-18,89.1,66,0,-,-
7-Jul-18,86,63,0,-,-
8-Jul-18,86,57.9,0,-,-
9-Jul-18,90,57.9,0,-,-
10-Jul-18,90,62.1,0,-,-
11-Jul-18,84,57,0,-,-
12-Jul-18,82,60.1,T,-,-
13-Jul-18,84,64.9,0,-,-
14-Jul-18,81,62.1,0,-,-
15-Jul-18,78.1,61,0,-,-
16-Jul-18,82.9,61,0,-,-
17-Jul-18,82,60.1,0,-,-
18-Jul-18,84,62.1,0,-,-
19-Jul-18,86,60.1,0,-,-
20-Jul-18,86,62.1,0,-,-
21-Jul-18,84,64,0,-,-
22-Jul-18,81,64,0,-,-
23-Jul-18,84,63,0,-,-
24-Jul-18,82.9,60.1,0,-,-
25-Jul-18,91,63,0,-,-
26-Jul-18,80.1,61,0,-,-
27-Jul-18,79,62.1,0,-,-
28-Jul-18,84,60.1,0,-,-
29-Jul-18,81,61,0,-,-
30-Jul-18,82,63,0,-,-
31-Jul-18,82,61,0,-,-
1-Aug-18,82,61,0,-,-
2-Aug-18,82.9,61,0,-,-
3-Aug-18,91,-,0,-,-
4-Aug-18,93,-,0,-,-
5-Aug-18,-,-,0,-,-
6-Aug-18,-,-,0,-,-
7-Aug-18,78.1,-,0,-,-
8-Aug-18,82,63,0,-,-
9-Aug-18,90,61,0,-,-
10-Aug-18,87.1,59,0,-,-
11-Aug-18,88,62.1,0,-,-
12-Aug-18,86,60.1,0,-,-
13-Aug-18,75,59,0,-,-
14-Aug-18,72,60.1,0,-,-
15-Aug-18,75,62.1,0,-,-
16-Aug-18,78.1,60.1,0,-,-
17-Aug-18,84.9,59,0,-,-
18-Aug-18,86,57.9,0,-,-
19-Aug-18,81,57,0,-,-
20-Aug-18,80.1,54,0,-,-
21-Aug-18,75,60.1,0,-,-
22-Aug-18,78.1,62.1,0,-,-
23-Aug-18,75,62.1,0,-,-
24-Aug-18,75.9,59,0,-,-
25-Aug-18,79,57,0,-,-
26-Aug-18,78.1,55,0,-,-
27-Aug-18,78.1,57,0,-,-
28-Aug-18,75,60.1,0,-,-
29-Aug-18,80.1,57,0,-,-
30-Aug-18,75.9,60.1,0,-,-
31-Aug-18,80.1,59,0,-,-
1-Sep-18,77,55.9,0,-,-
2-Sep-18,98.1,55.9,0,-,-
3-Sep-18,90,61,0,-,-
4-Sep-18,88,57,0,-,-
5-Sep-18,78.1,57.9,0,-,-
6-Sep-18,75,59,0,-,-
7-Sep-18,84,55,0,-,-
8-Sep-18,84,57,0,-,-
9-Sep-18,82.9,54,0,-,-
10-Sep-18,84.9,54,0,-,-
11-Sep-18,81,55,0,-,-
12-Sep-18,75.9,54,0,-,-
13-Sep-18,75.9,54,0,-,-
14-Sep-18,78.1,52,0,-,-
15-Sep-18,73,54,0,-,-
16-Sep-18,75.9,50,0,0,0
17-Sep-18,73.9,53.1,0,0,0
18-Sep-18,75,48.9,0,0,0
19-Sep-18,80.1,51.1,0,0,0
20-Sep-18,91,54,0,0,0
21-Sep-18,84.9,57,0,0,0
22-Sep-18,80.1,57,0,0,0
23-Sep-18,81,53.1,0,0,0
24-Sep-18,88,53.1,0,0,0
25-Sep-18,82,53.1,0,0,0
26-Sep-18,86,55.9,0,0,0
27-Sep-18,75,57,0,0,0
28-Sep-18,71.1,57,0,0,0
29-Sep-18,77,55.9,0,0,0
30-Sep-18,79,57,0,0,0
1-Oct-18,79,57,T,0,0
2-Oct-18,82.9,64.9,T,0,0
3-Oct-18,79,64,0.03,0,0
4-Oct-18,73.9,57.9,0,0,0
5-Oct-18,75,53.1,0,0,0
6-Oct-18,75,55,T,0,0
7-Oct-18,81,60.1,T,0,0
8-Oct-18,84,59,0,0,0
9-Oct-18,80.1,57,0,0,0
10-Oct-18,73,53.1,0,0,0
11-Oct-18,73,55,0,0,0
12-Oct-18,84,53.1,0,0,0
13-Oct-18,80.1,53.1,0,0,0
14-Oct-18,75.9,52,0,0,0
15-Oct-18,82.9,48.9,0,0,0
16-Oct-18,81,48.9,0,0,0
17-Oct-18,75.9,48.9,0,0,0
18-Oct-18,73.9,50,0,0,0
19-Oct-18,80.1,51.1,0,0,0
20-Oct-18,77,51.1,0,0,0
21-Oct-18,68,54,0,0,0
22-Oct-18,66.9,53.1,0,0,0
23-Oct-18,68,51.1,0,0,0
24-Oct-18,73.9,46.9,0,-,0
25-Oct-18,77,57,0,0,0
26-Oct-18,78.1,53.1,0,0,0
27-Oct-18,73.9,54,0,0,0
28-Oct-18,73.9,53.1,0,0,0
29-Oct-18,70,50,0,0,0
30-Oct-18,73,46.9,0,0,0
31-Oct-18,80.1,46.9,0,0,0
1-Nov-18,82.9,54,0,0,0
2-Nov-18,79,53.1,0,0,0
3-Nov-18,82.9,52,0,0,0
4-Nov-18,73,50,0,0,0
5-Nov-18,75,50,0,0,0
6-Nov-18,80.1,46,0,-,-
7-Nov-18,75,46,0,-,-
8-Nov-18,72,50,0,-,-
9-Nov-18,73,39.9,0,-,-
10-Nov-18,62.1,41,0,-,-
11-Nov-18,72,39.9,0,-,-
12-Nov-18,71.1,39.9,0,-,-
13-Nov-18,63,42.1,0,-,-
14-Nov-18,68,37.9,0,-,-
15-Nov-18,66.9,37.9,0,-,-
16-Nov-18,68,39.9,0,-,-
17-Nov-18,64,39.9,0,-,-
18-Nov-18,64,42.1,0,-,-
19-Nov-18,66.9,41,0,-,-
20-Nov-18,66.9,41,0,-,-
21-Nov-18,66,52,0.21,-,-
22-Nov-18,66,50,0.15,-,-
23-Nov-18,61,55,0.37,-,-
24-Nov-18,64,50,0.03,-,-
25-Nov-18,64.9,46.9,0,-,-
26-Nov-18,66.9,44.1,0,-,-
27-Nov-18,63,46.9,0.06,-,-
28-Nov-18,63,57,0.39,-,-
29-Nov-18,60.1,54,0.71,-,-
30-Nov-18,61,45,T,-,-
1-Dec-18,57.9,44.1,0.15,0,0
2-Dec-18,57,39,0,0,0
3-Dec-18,60.1,42.1,0,0,0
4-Dec-18,55,48.9,0.13,-,0
5-Dec-18,59,48,0.1,-,0
6-Dec-18,62.1,48,T,-,0
7-Dec-18,64,42.1,0,0,0
8-Dec-18,63,41,0,0,0
9-Dec-18,54,42.1,0,0,0
10-Dec-18,57,43,0,0,0
11-Dec-18,60.1,42.1,0,0,0
12-Dec-18,61,46,0.01,-,0
13-Dec-18,64,39.9,0,0,-
14-Dec-18,63,43,T,-,0
15-Dec-18,66,46.9,0,0,0
16-Dec-18,62.1,51.1,0.47,0,0
17-Dec-18,62.1,48,0.41,0,0
18-Dec-18,64,43,0,0,0
19-Dec-18,59,46.9,0,0,0
20-Dec-18,55,46,0,0,0
21-Dec-18,61,50,0,0,0
22-Dec-18,60.1,41,0,0,0
23-Dec-18,62.1,45,0,0,0
24-Dec-18,59,46.9,0.24,0,0
25-Dec-18,59,46,0.02,-,0
26-Dec-18,-,-,0,0,-
27-Dec-18,60.1,-,0,0,-
28-Dec-18,57.9,39.9,0,0,0
29-Dec-18,-,-,-,-,-
30-Dec-18,-,-,-,-,-
31-Dec-18,-,-,-,-,-
